"aluguel";"metragem";"ano";"aquecimento";"loc"
472;35;1972;0;"Média"
847,2;88;1968;0;"Média"
413;37;1972;0;"Média"
597,4;64;1968;0;"Média"
861;65;1972;0;"Média"
1089,9;92;1968;0;"Média"
909,2;79;1969;0;"Média"
608,2;49;1969;0;"Média"
676,9;59;1969;0;"Média"
818,1;68;1957;0;"Média"
708;66;1957;0;"Média"
587,9;52;1957;0;"Média"
560;45;1957;0;"Média"
696,9;77;1934;0;"Média"
184,9;65;1919;0;"Média"
697,1;46;1970;0;"Média"
997,7;70;1972;0;"Média"
960,6;73;1972;0;"Média"
440,3;35;1969;0;"Média"
847,4;35;1969;0;"Média"
469,5;32;1969;0;"Média"
500;32;1972;0;"Média"
723,5;63;1952;0;"Média"
383,2;66;1957;0;"Média"
744,7;48;1963;0;"Média"
231,4;60;1957;0;"Média"
526,3;75;1972;0;"Média"
1273,5;86;1972;0;"Média"
848,3;67;1972;0;"Média"
902,2;89;1972;0;"Média"
1450;75;1972;0;"Média"
822,1;100;1972;0;"Média"
423,5;70;1957;0;"Baixa"
1691,2;118;1981;0;"Baixa"
510,5;42;1981;0;"Baixa"
570,3;67;1972;0;"Média"
680;68;1972;0;"Média"
855;68;1972;0;"Média"
749,2;60;1972;0;"Média"
706,4;76;1934;0;"Média"
677,3;55;1972;0;"Média"
2028,4;103;1972;0;"Média"
1500;77;1972;0;"Média"
278,1;55;1934;1;"Média"
301,9;81;1934;0;"Média"
689,3;54;1972;0;"Média"
1310;73;1972;0;"Média"
1328;87;1981;0;"Média"
767,9;70;1972;0;"Média"
648,3;31;1972;0;"Média"
480,3;30;1972;0;"Média"
521,5;33;1972;0;"Média"
780,9;71;1972;0;"Média"
860;40;1972;0;"Média"
933,7;35;1972;0;"Média"
650;67;1972;0;"Média"
1300;80;1957;0;"Média"
1550;85;1957;0;"Média"
580,3;35;1957;0;"Média"
489,7;80;1972;0;"Média"
1187,4;64;1972;0;"Média"
680,3;41;1957;0;"Média"
1350;63;1957;0;"Média"
664,6;60;1957;1;"Média"
1208;100;1972;0;"Média"
806,6;60;1957;0;"Média"
363,2;64;1957;0;"Média"
554,6;55;1957;0;"Média"
764,7;73;1957;0;"Alta"
782,6;72;1957;0;"Alta"
711,3;73;1957;0;"Alta"
764,7;73;1957;0;"Alta"
895,8;74;1957;0;"Alta"
831,3;65;1972;0;"Média"
622;55;1972;0;"Média"
668,2;64;1972;0;"Média"
735,4;58;1972;0;"Média"
545,3;65;1972;0;"Média"
1641,1;72;1972;0;"Alta"
432,3;30;1972;0;"Alta"
672,6;39;1972;0;"Alta"
766,2;40;1972;0;"Alta"
657,7;55;1893;0;"Alta"
607,3;56;1893;1;"Alta"
577;75;1972;1;"Alta"
758,4;40;1972;0;"Alta"
1800;110;1972;0;"Alta"
1153,7;76;1934;0;"Alta"
781,2;70;1972;0;"Alta"
1566,5;95;1981;0;"Alta"
1600,3;95;1981;0;"Alta"
1834,2;98;1981;0;"Alta"
1370,9;88;1957;0;"Alta"
758,9;65;1985;0;"Média"
774,1;110;1934;0;"Média"
943,8;69;1972;0;"Alta"
897,8;69;1972;0;"Alta"
669,2;84;1972;0;"Alta"
664,6;69;1972;0;"Alta"
797,5;46;1966;0;"Média"
627,6;56;1966;0;"Média"
630,4;30;1957;0;"Média"
400,8;35;1987;0;"Média"
664,9;68;1957;0;"Média"
382,8;30;1964;0;"Média"
604,1;67;1957;0;"Média"
532,3;73;1957;0;"Média"
1405,9;94;1954;0;"Baixa"
299,2;50;1957;0;"Baixa"
409,1;61;1918;1;"Média"
1400;110;1972;0;"Média"
898,5;80;1967;0;"Média"
437,1;80;1972;0;"Média"
770,1;102;1972;0;"Média"
333,3;80;1972;0;"Média"
1019,5;81;1972;0;"Média"
506,1;42;1972;0;"Baixa"
809,7;60;1972;0;"Baixa"
463,1;36;1956;0;"Média"
621,5;80;1893;0;"Baixa"
929;56;1972;0;"Média"
474,3;44;1972;0;"Média"
843,7;79;1972;0;"Média"
1142,7;87;1972;0;"Média"
863,1;87;1972;0;"Média"
819,6;88;1972;0;"Média"
558,7;60;1957;0;"Média"
713,2;65;1957;1;"Média"
881,4;53;1957;0;"Média"
551,2;110;1893;0;"Média"
506,3;107;1893;0;"Média"
712,3;50;1957;0;"Média"
432,4;36;1957;0;"Média"
752,2;78;1957;0;"Média"
1035,8;78;1957;0;"Média"
445,9;52;1957;0;"Alta"
650,6;52;1957;1;"Alta"
625,5;52;1957;0;"Alta"
855,7;43;1972;0;"Média"
957,4;70;1972;0;"Média"
793,7;42;1972;0;"Média"
600,8;32;1972;0;"Média"
370,1;82;1893;1;"Média"
283,3;60;1893;1;"Média"
127,1;46;1893;1;"Média"
1189,6;83;1972;0;"Alta"
897,5;65;1950;0;"Alta"
1199,2;74;1972;0;"Alta"
1071,8;120;1893;0;"Média"
1142,9;96;1893;0;"Média"
763,7;40;1988;0;"Média"
1730,1;84;1988;0;"Alta"
248,9;43;1893;1;"Média"
728,5;65;1957;0;"Alta"
1820,2;92;1972;0;"Alta"
1679,7;105;1961;0;"Média"
1159,7;92;1957;0;"Alta"
1730,8;75;1957;0;"Alta"
1071,4;60;1972;0;"Alta"
690,4;69;1957;0;"Média"
957,2;69;1957;0;"Média"
619,8;46;1957;0;"Média"
581;48;1957;0;"Média"
524;55;1898;0;"Média"
562,2;58;1898;0;"Média"
479;35;1898;0;"Média"
323;113;1970;0;"Média"
748,8;45;1970;0;"Média"
377,9;56;1951;0;"Média"
324,9;39;1957;0;"Média"
1009,2;55;1981;0;"Média"
1130;55;1981;0;"Média"
987;54;1981;0;"Média"
925,1;55;1981;0;"Média"
989,4;55;1981;0;"Média"
1169,1;75;1956;0;"Média"
535,8;110;1957;0;"Média"
1125,8;46;1919;0;"Média"
1152,1;50;1957;0;"Média"
783,6;58;1985;0;"Média"
865;57;1988;0;"Média"
335,6;39;1957;0;"Média"
1241,7;65;1959;0;"Média"
795;98;1972;0;"Média"
693,3;94;1972;0;"Média"
1049,7;96;1972;0;"Média"
892;56;1972;0;"Média"
939,9;63;1972;0;"Média"
1180;82;1981;0;"Média"
663,8;53;1972;0;"Média"
383;39;1934;1;"Média"
755;66;1957;0;"Média"
539,3;38;1957;1;"Média"
1480;114;1985;0;"Média"
1061,8;67;1981;0;"Média"
713,2;90;1957;0;"Média"
828,8;90;1972;0;"Média"
1528;103;1957;0;"Média"
581,3;50;1972;0;"Média"
1390,4;100;1957;0;"Média"
1287,1;110;1972;0;"Média"
1367,4;79;1972;0;"Média"
1345,9;120;1981;0;"Média"
307,5;55;1957;1;"Média"
597,5;65;1957;0;"Média"
970;61;1957;0;"Média"
1320;64;1985;0;"Média"
742,7;30;1971;0;"Alta"
1120,1;95;1972;0;"Alta"
1701,3;85;1981;0;"Alta"
1000,4;41;1972;0;"Alta"
1715,4;114;1981;0;"Média"
1599,6;106;1981;0;"Média"
1421,2;95;1957;0;"Alta"
295,5;70;1957;0;"Alta"
664,8;75;1957;0;"Alta"
601,8;72;1957;0;"Alta"
365,8;87;1957;0;"Alta"
600;87;1957;0;"Alta"
562;46;1981;0;"Alta"
653,3;54;1981;0;"Alta"
537,2;60;1979;0;"Alta"
583;46;1981;0;"Alta"
903,6;70;1981;0;"Alta"
632,8;52;1957;1;"Média"
739,9;90;1934;0;"Alta"
508,6;30;1957;0;"Alta"
408,6;30;1957;0;"Alta"
589,9;39;1984;0;"Alta"
953,5;65;1984;0;"Alta"
1030;69;1984;0;"Alta"
859;35;1972;0;"Alta"
1485;74;1970;0;"Alta"
1351,9;104;1970;0;"Alta"
1203;84;1970;0;"Alta"
924,9;78;1972;0;"Alta"
937;78;1972;0;"Alta"
1153,8;76;1964;0;"Alta"
442,3;33;1957;0;"Alta"
570;70;1957;0;"Alta"
483,2;52;1965;0;"Alta"
399;53;1972;0;"Alta"
462,9;52;1957;0;"Alta"
581,3;70;1957;0;"Alta"
1334,7;85;1980;0;"Alta"
818,1;56;1962;0;"Alta"
449,8;42;1957;0;"Média"
405,9;46;1957;0;"Média"
403,7;64;1957;0;"Alta"
481,1;65;1957;0;"Alta"
537,1;63;1962;0;"Alta"
662,9;45;1934;0;"Alta"
335,8;38;1954;0;"Média"
1240,2;90;1981;0;"Alta"
1220;82;1981;0;"Alta"
1775,4;86;1988;0;"Alta"
611,3;86;1934;0;"Alta"
630,4;38;1957;0;"Baixa"
1756,8;110;1983;0;"Baixa"
1033;79;1957;0;"Baixa"
720;54;1957;0;"Baixa"
307,4;80;1893;1;"Baixa"
255,6;72;1893;1;"Baixa"
200;50;1969;0;"Baixa"
515,1;76;1972;0;"Baixa"
510,9;76;1972;0;"Baixa"
518,8;76;1972;0;"Baixa"
619;92;1972;0;"Baixa"
812;92;1972;0;"Baixa"
902,1;72;1960;0;"Baixa"
761,3;72;1957;0;"Baixa"
697,6;60;1957;0;"Baixa"
550;60;1960;0;"Baixa"
440,7;41;1957;0;"Baixa"
322,8;48;1893;0;"Alta"
995,3;112;1934;1;"Alta"
771,2;54;1972;0;"Média"
1084,1;65;1956;0;"Média"
2299;110;1959;0;"Média"
821;80;1957;1;"Média"
824,3;67;1957;0;"Média"
686,9;82;1957;0;"Média"
815,8;77;1928;0;"Baixa"
726,7;76;1934;0;"Baixa"
798,6;110;1893;0;"Baixa"
577,7;56;1934;1;"Baixa"
518,3;43;1972;0;"Média"
905;55;1988;0;"Média"
1120;51;1985;0;"Média"
944,5;51;1985;0;"Média"
1200;52;1988;0;"Média"
979,9;60;1957;0;"Média"
750;70;1972;0;"Média"
970,7;64;1972;0;"Média"
1000;82;1972;0;"Média"
824,7;81;1972;0;"Média"
647,8;96;1957;0;"Média"
2172,8;104;1905;0;"Média"
1372,7;85;1957;0;"Média"
1371;83;1957;0;"Média"
590;82;1957;0;"Média"
544,2;32;1965;0;"Média"
544,2;32;1957;0;"Média"
544,2;32;1965;0;"Média"
544,2;32;1957;0;"Média"
1097,8;65;1972;0;"Média"
523,8;56;1972;0;"Média"
1491,5;90;1972;0;"Média"
584,5;89;1924;1;"Média"
340,9;62;1893;0;"Média"
1319,7;94;1972;0;"Alta"
671,2;76;1972;0;"Alta"
1138,8;72;1972;0;"Alta"
1087,1;100;1934;0;"Alta"
858,5;47;1972;0;"Média"
1537,2;95;1957;0;"Alta"
1625,4;95;1952;0;"Alta"
688;75;1957;0;"Alta"
895,2;70;1957;1;"Alta"
467,9;44;1934;1;"Alta"
1130,8;55;1967;0;"Alta"
592,9;33;1893;0;"Alta"
558,3;30;1967;0;"Alta"
1600;106;1893;0;"Alta"
567;75;1975;0;"Alta"
595,9;75;1972;0;"Alta"
560,1;81;1981;0;"Alta"
583,5;81;1981;0;"Alta"
714,5;56;1940;0;"Alta"
472,9;56;1934;1;"Alta"
402,9;56;1934;1;"Alta"
364,9;54;1934;1;"Alta"
611,2;103;1972;0;"Média"
560,2;108;1968;0;"Média"
868,8;104;1972;0;"Média"
521,5;90;1972;0;"Média"
670;74;1972;0;"Média"
668,5;60;1957;0;"Alta"
1195,5;60;1968;0;"Alta"
471,8;34;1957;0;"Alta"
936,1;60;1958;0;"Alta"
874,2;62;1958;0;"Alta"
971,2;65;1957;0;"Alta"
530,1;40;1958;0;"Alta"
1247,9;78;1937;0;"Alta"
1438,1;80;1939;0;"Alta"
896,5;76;1934;0;"Alta"
1291,1;103;1981;0;"Alta"
585,6;55;1934;0;"Alta"
625,4;70;1934;0;"Alta"
850;45;1972;0;"Alta"
807,8;65;1957;0;"Alta"
760,6;48;1893;1;"Média"
481,5;31;1964;0;"Alta"
591,6;31;1964;0;"Alta"
775,2;41;1964;0;"Alta"
860,7;54;1981;0;"Alta"
1242,3;72;1981;0;"Alta"
1481,6;55;1981;0;"Alta"
1262,3;72;1981;0;"Alta"
1490,9;92;1957;0;"Alta"
1197,4;104;1957;0;"Alta"
1800;118;1957;0;"Alta"
754;74;1957;0;"Média"
964,9;57;1963;0;"Média"
258,4;57;1957;1;"Média"
754,9;85;1893;1;"Média"
977,5;58;1981;1;"Média"
1104,2;67;1981;0;"Média"
253,3;38;1893;0;"Média"
566;62;1893;0;"Média"
1156,6;68;1984;0;"Média"
1308,3;67;1985;0;"Média"
803;105;1926;0;"Média"
1080;118;1934;0;"Média"
950;118;1934;0;"Média"
604,8;103;1934;1;"Média"
1570;98;1893;1;"Média"
689,1;90;1893;1;"Média"
773,7;65;1893;1;"Média"
818,7;67;1893;1;"Média"
1400;50;1893;0;"Média"
795,3;66;1893;0;"Média"
780;50;1900;0;"Média"
1322,5;91;1981;0;"Média"
756,9;105;1893;1;"Média"
1329,4;73;1893;0;"Média"
734,4;70;1949;0;"Média"
302;68;1934;1;"Média"
1002,1;65;1934;1;"Média"
820;60;1934;0;"Alta"
926,2;93;1972;0;"Média"
199,4;40;1957;1;"Média"
1650;70;1949;0;"Média"
576,2;38;1972;0;"Média"
1449,5;65;1919;0;"Média"
350,8;42;1957;0;"Média"
723,5;45;1957;0;"Média"
423,7;92;1893;0;"Média"
417,9;78;1893;0;"Média"
203,1;76;1893;1;"Média"
1460,7;73;1981;0;"Média"
1134,1;84;1893;1;"Média"
1270;61;1919;1;"Média"
607,7;53;1957;0;"Média"
568,2;85;1893;1;"Média"
1054,8;90;1893;0;"Média"
908,8;107;1934;0;"Média"
771,7;105;1893;1;"Média"
485,4;78;1893;1;"Média"
866,5;50;1934;0;"Média"
1030;68;1934;1;"Média"
237,1;65;1893;1;"Média"
268,5;68;1893;1;"Média"
782,1;96;1893;1;"Média"
757,6;43;1961;0;"Alta"
1183,7;48;1893;0;"Média"
642,7;83;1893;0;"Média"
966;35;1981;0;"Alta"
706,4;76;1957;0;"Média"
1018,3;85;1919;0;"Média"
221,6;65;1934;1;"Média"
1171,2;90;1981;0;"Média"
1005,5;76;1981;0;"Média"
226,7;48;1893;1;"Média"
3000;120;1893;0;"Média"
1244;51;1962;0;"Média"
651,3;55;1957;0;"Média"
586,7;50;1957;0;"Média"
924,3;51;1957;0;"Média"
761,7;72;1957;0;"Média"
687;74;1893;0;"Média"
389,6;65;1893;1;"Média"
2250;87;1893;0;"Média"
1730,9;79;1898;0;"Média"
470;75;1893;1;"Média"
665,8;89;1957;0;"Alta"
1047,5;100;1957;1;"Alta"
1058,6;100;1985;0;"Média"
819,8;77;1972;0;"Média"
628,6;71;1972;0;"Média"
681,4;76;1972;0;"Média"
605,5;71;1972;0;"Média"
418,5;72;1972;0;"Média"
1614;120;1972;0;"Média"
728,3;53;1893;0;"Média"
1755,2;75;1893;0;"Média"
529,2;44;1893;1;"Média"
425;58;1893;1;"Média"
1155,5;80;1957;0;"Média"
631,2;75;1957;1;"Média"
355,7;73;1957;1;"Média"
521,8;72;1909;0;"Média"
476,9;80;1893;0;"Média"
352;83;1893;0;"Média"
210,7;62;1893;0;"Média"
365,7;60;1893;0;"Média"
751,5;57;1893;1;"Média"
887,6;43;1893;0;"Média"
862,5;64;1893;1;"Média"
468,2;85;1905;1;"Média"
426,5;52;1893;1;"Média"
821,4;55;1893;1;"Média"
423,3;95;1893;1;"Média"
757,1;54;1893;0;"Média"
749,6;80;1919;0;"Média"
602,5;70;1934;0;"Média"
529,3;40;1893;0;"Média"
638,4;40;1893;0;"Média"
1094,9;66;1983;0;"Média"
1101,6;54;1981;0;"Média"
1194,3;77;1957;0;"Média"
537,3;52;1957;0;"Média"
413,7;49;1957;0;"Média"
741,6;80;1957;0;"Média"
624,1;52;1957;0;"Média"
730,9;82;1957;0;"Média"
639,9;84;1957;0;"Média"
678,9;98;1957;0;"Média"
770,9;98;1893;1;"Média"
630,6;81;1893;1;"Média"
851,9;57;1893;0;"Média"
700;68;1893;1;"Média"
579,3;94;1893;1;"Média"
891,2;82;1893;1;"Média"
754,6;98;1893;1;"Média"
1194,2;76;1957;0;"Média"
1277,7;92;1893;0;"Média"
714,8;38;1893;1;"Média"
660;50;1893;1;"Média"
853,8;110;1893;1;"Média"
665,2;60;1893;1;"Média"
1070;93;1893;0;"Média"
695,5;80;1893;1;"Média"
710,6;90;1893;1;"Média"
515,8;86;1893;1;"Média"
354,6;84;1957;0;"Média"
591,3;57;1972;0;"Média"
1634,9;84;1957;0;"Média"
1436;87;1981;0;"Média"
1351,9;62;1981;0;"Média"
721,2;42;1981;0;"Média"
2077,4;110;1981;0;"Média"
225,7;79;1896;1;"Média"
458,1;60;1896;1;"Média"
795,6;61;1957;0;"Média"
1206,3;60;1957;0;"Média"
1132,4;88;1957;0;"Média"
1250;100;1957;0;"Média"
650;44;1957;0;"Média"
544,3;44;1957;0;"Média"
1071,3;80;1957;0;"Média"
929,5;75;1934;0;"Média"
793,4;65;1957;1;"Média"
557,5;105;1957;1;"Média"
633,2;103;1957;1;"Média"
539,1;106;1957;0;"Média"
444;98;1893;1;"Baixa"
1134,6;110;1893;1;"Baixa"
594,3;94;1893;1;"Baixa"
473,5;109;1893;1;"Baixa"
1240;75;1893;0;"Baixa"
758,7;42;1893;0;"Baixa"
467,7;110;1893;1;"Baixa"
364,2;95;1893;1;"Baixa"
799,5;96;1893;0;"Baixa"
1887;100;1890;0;"Baixa"
819,9;91;1893;1;"Baixa"
825,8;73;1893;0;"Baixa"
987,1;58;1981;0;"Média"
1274,1;60;1981;0;"Média"
1123,8;70;1893;0;"Baixa"
1026,9;86;1893;0;"Baixa"
1330,7;88;1985;0;"Baixa"
496,1;107;1972;1;"Baixa"
521,8;120;1893;1;"Baixa"
636,2;91;1893;1;"Baixa"
1106,8;83;1934;0;"Baixa"
172;39;1957;1;"Baixa"
318,5;62;1957;1;"Baixa"
310,3;67;1957;1;"Baixa"
516;59;1957;1;"Baixa"
426,9;50;1957;1;"Baixa"
284,7;66;1893;1;"Média"
613,3;35;1967;0;"Média"
511,2;43;1967;0;"Média"
660,6;54;1972;0;"Baixa"
817,2;58;1957;0;"Baixa"
502,8;53;1957;0;"Alta"
999,5;75;1957;0;"Alta"
618,6;54;1972;0;"Média"
536,3;80;1957;0;"Média"
1222,9;92;1957;0;"Média"
301,6;56;1934;1;"Baixa"
324,1;58;1934;1;"Baixa"
598,7;48;1934;0;"Baixa"
972,5;63;1957;0;"Média"
747,3;72;1893;0;"Alta"
490,1;110;1893;0;"Alta"
787,3;73;1957;0;"Alta"
673,4;79;1957;0;"Alta"
556,2;58;1919;0;"Alta"
1545,5;85;1893;0;"Alta"
1229,6;92;1893;0;"Alta"
1377,9;78;1934;0;"Alta"
1378,8;90;1893;0;"Alta"
586,9;30;1957;0;"Média"
573,5;36;1957;0;"Média"
985,3;53;1957;0;"Média"
971,9;98;1957;0;"Média"
735,8;98;1957;0;"Média"
966,2;92;1957;0;"Média"
1903;78;1957;0;"Média"
584,2;45;1957;0;"Média"
821,8;50;1957;1;"Média"
629,7;70;1919;1;"Média"
802,7;36;1957;0;"Alta"
799;35;1957;0;"Alta"
1300;80;1957;1;"Alta"
1561,2;80;1957;0;"Alta"
889,6;60;1893;1;"Média"
821,6;85;1893;0;"Média"
272,2;36;1893;0;"Média"
622,9;63;1957;0;"Média"
853,9;94;1957;0;"Média"
1040;100;1919;0;"Média"
1793,7;87;1934;0;"Média"
414,7;60;1957;0;"Média"
623;68;1957;0;"Média"
196,1;60;1957;0;"Média"
576,1;82;1893;1;"Média"
516,4;89;1893;1;"Média"
393,6;80;1893;1;"Baixa"
586,2;34;1957;0;"Média"
271,9;67;1893;1;"Baixa"
1387,7;77;1962;0;"Alta"
694,5;75;1957;0;"Média"
584,7;34;1962;0;"Média"
1230,6;62;1957;0;"Alta"
900;74;1957;0;"Alta"
1023,9;76;1957;0;"Alta"
1030,4;74;1957;0;"Alta"
593,9;41;1957;0;"Alta"
1520;118;1957;0;"Alta"
1314,5;90;1893;1;"Alta"
632,9;55;1893;1;"Alta"
1265,3;62;1957;0;"Alta"
2764,5;120;1934;0;"Alta"
1120,2;58;1972;0;"Alta"
506,4;56;1957;0;"Alta"
607;54;1957;0;"Alta"
602,2;55;1957;0;"Alta"
356;33;1957;0;"Alta"
754,8;80;1957;0;"Alta"
1253,9;90;1957;0;"Média"
854,8;74;1897;0;"Média"
1175,1;84;1957;0;"Média"
492,2;62;1938;0;"Alta"
723;58;1972;0;"Alta"
835;70;1972;0;"Alta"
1004,6;60;1972;0;"Alta"
639,4;76;1939;0;"Alta"
556,2;79;1939;0;"Alta"
926,4;85;1939;0;"Alta"
1115,9;60;1934;0;"Alta"
719,9;82;1934;0;"Alta"
1263,1;82;1934;0;"Alta"
1566,2;74;1934;0;"Alta"
232;57;1934;0;"Alta"
223,7;42;1957;0;"Alta"
1519;93;1985;0;"Baixa"
1229;93;1985;0;"Baixa"
596,2;48;1934;0;"Alta"
1399,6;86;1972;0;"Alta"
2402,1;120;1957;0;"Alta"
1450;95;1972;0;"Alta"
644,9;35;1972;0;"Alta"
972,7;65;1934;0;"Alta"
540;79;1957;0;"Alta"
572,7;60;1957;1;"Alta"
351,4;54;1988;0;"Alta"
1342,7;90;1957;0;"Alta"
776;59;1957;0;"Alta"
710,8;60;1957;0;"Alta"
721,3;80;1893;0;"Alta"
1091,2;114;1893;0;"Alta"
1090,9;63;1957;0;"Alta"
601;53;1957;0;"Média"
517,2;45;1957;0;"Média"
592,7;45;1957;0;"Média"
892;45;1972;0;"Média"
900;33;1985;0;"Alta"
437,5;34;1896;0;"Média"
746;75;1929;0;"Média"
800;70;1929;0;"Média"
590,6;68;1956;0;"Alta"
973,8;112;1957;0;"Alta"
498;55;1929;0;"Alta"
1245,2;87;1980;0;"Alta"
1165,2;92;1957;0;"Média"
695,7;96;1957;0;"Média"
398;67;1957;0;"Média"
364,4;67;1957;0;"Média"
830;33;1957;0;"Média"
463,6;38;1957;0;"Média"
447,8;35;1957;0;"Média"
1034,4;78;1972;1;"Média"
820,6;60;1959;0;"Média"
914,6;74;1957;0;"Média"
881,6;73;1957;0;"Média"
687,6;74;1934;0;"Média"
552,2;33;1960;0;"Média"
543,9;62;1957;0;"Média"
985;60;1973;0;"Média"
771,1;56;1981;0;"Média"
870,2;56;1981;0;"Média"
643,9;40;1981;0;"Média"
960;58;1957;0;"Média"
990;52;1966;0;"Média"
415,6;45;1957;0;"Média"
426,9;42;1957;0;"Média"
274,3;38;1957;0;"Média"
1049,4;56;1981;0;"Alta"
355;49;1981;0;"Baixa"
980;77;1981;0;"Baixa"
573;67;1981;0;"Baixa"
599,8;67;1981;0;"Baixa"
485,9;78;1981;0;"Baixa"
505;65;1981;0;"Baixa"
179,6;49;1957;0;"Baixa"
130,7;49;1957;0;"Baixa"
266,5;48;1972;0;"Baixa"
286,4;49;1972;0;"Baixa"
778;75;1985;0;"Baixa"
885;102;1954;0;"Baixa"
970;107;1954;0;"Baixa"
863;89;1954;0;"Baixa"
770;80;1954;0;"Baixa"
1241;110;1972;0;"Baixa"
1240;112;1972;0;"Baixa"
960;79;1972;0;"Baixa"
353,6;35;1985;0;"Baixa"
788,1;76;1981;0;"Baixa"
202,7;65;1957;0;"Baixa"
240;68;1957;0;"Baixa"
240;65;1957;0;"Baixa"
265;65;1957;0;"Baixa"
263,6;39;1939;0;"Baixa"
395;44;1939;0;"Baixa"
474;51;1958;0;"Baixa"
635,8;84;1981;0;"Baixa"
642,3;83;1981;0;"Baixa"
660,6;83;1981;0;"Baixa"
1422,3;45;1981;0;"Média"
1574,1;98;1934;0;"Média"
1187,2;65;1981;0;"Média"
446,2;68;1972;0;"Média"
387,9;67;1972;0;"Média"
1125,6;83;1972;0;"Média"
518,4;85;1972;0;"Média"
464,3;60;1893;1;"Média"
397,4;81;1893;0;"Média"
394,7;71;1934;0;"Média"
1114,1;61;1957;0;"Média"
1704,8;96;1985;0;"Média"
1401,3;55;1972;0;"Média"
660;75;1893;1;"Média"
951,2;110;1893;0;"Média"
1861,5;100;1893;0;"Média"
1489,6;100;1981;0;"Média"
1210,8;96;1957;0;"Média"
609,6;81;1957;1;"Média"
541,7;63;1957;1;"Média"
397,6;57;1957;1;"Média"
372,4;59;1957;1;"Média"
1248,1;82;1957;0;"Média"
1034,3;94;1957;0;"Média"
556,9;87;1964;0;"Média"
713,7;87;1957;0;"Média"
1218,9;86;1972;0;"Média"
696,5;71;1972;0;"Média"
474;73;1972;0;"Média"
933,6;72;1972;0;"Média"
308,8;57;1957;1;"Média"
698;60;1957;1;"Média"
378;59;1957;1;"Média"
384,8;56;1957;1;"Média"
371,5;59;1957;1;"Média"
1151,7;89;1893;1;"Baixa"
561,5;59;1893;0;"Média"
718,9;64;1893;0;"Média"
581,4;60;1893;1;"Média"
332,6;34;1893;1;"Média"
477,3;83;1893;1;"Média"
614,3;70;1893;1;"Média"
1627,3;101;1893;0;"Média"
900;75;1893;1;"Média"
1291,3;120;1957;0;"Alta"
494,2;30;1972;0;"Alta"
745,7;44;1934;0;"Alta"
1289,4;68;1893;0;"Média"
989,2;73;1957;0;"Média"
590;39;1957;0;"Média"
333,6;60;1957;1;"Média"
241,1;36;1957;1;"Média"
287,7;40;1957;1;"Média"
1299;90;1981;0;"Média"
1436;98;1981;0;"Média"
468,4;34;1972;0;"Média"
512,1;53;1934;1;"Média"
482,5;52;1957;1;"Média"
567,6;94;1893;0;"Média"
585,8;32;1972;1;"Média"
1165,4;75;1972;1;"Média"
426;35;1957;0;"Média"
740,2;48;1972;0;"Média"
660,3;65;1957;1;"Média"
870,2;59;1934;0;"Média"
744,6;48;1957;0;"Média"
489,3;30;1972;0;"Média"
589,4;66;1957;0;"Média"
733,1;87;1957;0;"Média"
440;46;1972;0;"Média"
530;45;1957;0;"Média"
592;46;1960;0;"Média"
1232;62;1919;0;"Média"
852,3;61;1934;0;"Média"
882;62;1934;0;"Média"
842,8;56;1934;0;"Média"
776,4;52;1934;0;"Média"
707,1;45;1957;0;"Média"
1166,4;64;1957;0;"Média"
705,1;31;1965;0;"Média"
665,9;52;1965;0;"Média"
481,4;64;1934;0;"Média"
386,8;68;1934;0;"Média"
655;69;1934;0;"Média"
273;35;1934;1;"Média"
274,5;66;1957;1;"Média"
741,1;62;1957;0;"Média"
552;49;1957;0;"Média"
903,8;56;1972;0;"Média"
1544,3;79;1934;0;"Alta"
1350;79;1934;0;"Alta"
1435,9;85;1957;0;"Alta"
1030,5;38;1893;0;"Alta"
634,2;32;1893;0;"Alta"
1051;98;1988;0;"Alta"
932,6;89;1957;0;"Alta"
929,2;90;1957;0;"Alta"
579,7;40;1957;0;"Alta"
1666,9;98;1893;0;"Alta"
593,3;40;1957;0;"Alta"
750,1;70;1957;1;"Alta"
632,1;79;1934;1;"Alta"
654,8;70;1934;1;"Alta"
1302;90;1934;0;"Alta"
1151,5;118;1934;1;"Alta"
828,2;72;1934;0;"Alta"
966,4;82;1957;0;"Alta"
1256,8;75;1957;0;"Alta"
779,7;79;1957;0;"Alta"
793,5;60;1957;0;"Alta"
1095,8;87;1934;1;"Alta"
836,8;67;1934;1;"Alta"
214,1;42;1934;1;"Alta"
712;40;1934;0;"Alta"
667,7;79;1934;0;"Alta"
1389;79;1934;0;"Alta"
1306,4;79;1934;0;"Alta"
953,7;78;1957;0;"Alta"
1270;112;1957;0;"Alta"
831,1;33;1972;0;"Alta"
537;67;1893;0;"Média"
127,1;44;1957;1;"Baixa"
125,5;45;1957;1;"Baixa"
206,2;45;1957;1;"Baixa"
204,4;44;1957;1;"Baixa"
143,4;60;1934;1;"Média"
507,5;75;1957;1;"Média"
843,8;75;1957;1;"Média"
948,2;76;1934;1;"Média"
897,2;65;1934;1;"Média"
1081;78;1972;0;"Alta"
640;35;1972;0;"Alta"
1277,9;60;1981;0;"Alta"
588,8;37;1972;0;"Alta"
1108,2;92;1981;0;"Alta"
584;55;1925;0;"Média"
1770;98;1981;0;"Alta"
636,4;71;1981;0;"Alta"
751,3;40;1957;0;"Alta"
446;67;1929;0;"Alta"
1346,9;53;1934;0;"Média"
