carro	dono	item	nota
agile	210	Posição de dirigir	9
agile	210	Instrumentos	9
agile	210	Interior	8
agile	210	Porta-malas	9
agile	210	Desempenho	8
agile	210	Motor	8
agile	210	Câmbio	7
agile	210	Freios	9
agile	210	Suspensão	9
agile	210	Consumo	9
agile	210	Estabilidade	7
agile	210	Custo-Benefício 	7
agile	210	Recomendação	9
agile	211	Estilo	9
agile	211	Acabamento	7
agile	211	Posição de dirigir	9
agile	211	Instrumentos	9
agile	211	Interior	6
agile	211	Porta-malas	7
agile	211	Desempenho	6
agile	211	Motor	7
agile	211	Câmbio	7
agile	211	Freios	8
agile	211	Suspensão	8
agile	211	Consumo	8
agile	211	Estabilidade	8
agile	211	Custo-Benefício 	7
agile	211	Recomendação	7
agile	212	Estilo	7
agile	212	Acabamento	2
agile	212	Posição de dirigir	3
agile	212	Instrumentos	7
agile	212	Interior	6
agile	212	Porta-malas	6
agile	212	Desempenho	5
agile	212	Motor	2
agile	212	Câmbio	2
agile	212	Freios	3
agile	212	Suspensão	3
agile	212	Consumo	3
agile	212	Estabilidade	3
agile	212	Custo-Benefício 	2
agile	212	Recomendação	0
agile	213	Estilo	9
agile	213	Acabamento	8
agile	213	Posição de dirigir	9
agile	213	Instrumentos	10
agile	213	Interior	8
agile	213	Porta-malas	9
agile	213	Desempenho	8
agile	213	Motor	9
agile	213	Câmbio	8
agile	213	Freios	9
agile	213	Suspensão	9
agile	213	Consumo	8
agile	213	Estabilidade	10
agile	213	Custo-Benefício 	10
agile	213	Recomendação	10
agile	214	Estilo	7
agile	214	Acabamento	4
agile	214	Posição de dirigir	5
agile	214	Instrumentos	8
agile	214	Interior	6
agile	214	Porta-malas	6
agile	214	Desempenho	6
agile	214	Motor	2
agile	214	Câmbio	2
agile	214	Freios	7
agile	214	Suspensão	6
agile	214	Consumo	6
agile	214	Estabilidade	6
agile	214	Custo-Benefício 	3
agile	214	Recomendação	0
agile	215	Estilo	8
agile	215	Acabamento	6
agile	215	Posição de dirigir	10
agile	215	Instrumentos	10
agile	215	Interior	9
agile	215	Porta-malas	8
agile	215	Desempenho	8
agile	215	Motor	7
agile	215	Câmbio	7
agile	215	Freios	7
agile	215	Suspensão	10
agile	215	Consumo	1
agile	215	Estabilidade	10
agile	215	Custo-Benefício 	9
agile	215	Recomendação	6
agile	216	Estilo	10
agile	216	Acabamento	9
agile	216	Posição de dirigir	9
agile	216	Instrumentos	10
agile	216	Interior	10
agile	216	Porta-malas	10
agile	216	Desempenho	9
agile	216	Motor	8
agile	216	Câmbio	7
agile	216	Freios	10
agile	216	Suspensão	9
agile	216	Consumo	9
agile	216	Estabilidade	9
agile	216	Custo-Benefício 	10
agile	216	Recomendação	9
agile	217	Estilo	10
agile	217	Acabamento	8
agile	217	Posição de dirigir	8
agile	217	Instrumentos	9
agile	217	Interior	9
agile	217	Porta-malas	9
agile	217	Desempenho	10
agile	217	Motor	6
agile	217	Câmbio	2
agile	217	Freios	9
agile	217	Suspensão	8
agile	217	Consumo	8
agile	217	Estabilidade	9
agile	217	Custo-Benefício 	8
agile	217	Recomendação	9
agile	218	Estilo	9
agile	218	Acabamento	1
agile	218	Posição de dirigir	10
agile	218	Instrumentos	10
agile	218	Interior	10
agile	218	Porta-malas	10
agile	218	Desempenho	3
agile	218	Motor	0
agile	218	Câmbio	2
agile	218	Freios	10
agile	218	Suspensão	5
agile	218	Consumo	3
agile	218	Estabilidade	5
agile	218	Custo-Benefício 	9
agile	218	Recomendação	0
agile	219	Estilo	8
agile	219	Acabamento	9
agile	219	Posição de dirigir	8
agile	219	Instrumentos	10
agile	219	Interior	8
agile	219	Porta-malas	8
agile	219	Desempenho	6
agile	219	Motor	8
agile	219	Câmbio	10
agile	219	Freios	10
agile	219	Suspensão	9
agile	219	Consumo	9
agile	219	Estabilidade	9
agile	219	Custo-Benefício 	9
agile	219	Recomendação	10
agile	220	Estilo	8
agile	220	Acabamento	4
agile	220	Posição de dirigir	7
agile	220	Instrumentos	5
agile	220	Interior	7
agile	220	Porta-malas	3
agile	220	Desempenho	0
agile	220	Motor	4
agile	220	Câmbio	0
agile	220	Freios	7
agile	220	Suspensão	6
agile	220	Consumo	0
agile	220	Estabilidade	7
agile	220	Custo-Benefício 	3
agile	220	Recomendação	0
agile	221	Estilo	10
agile	221	Acabamento	10
agile	221	Posição de dirigir	9
agile	221	Instrumentos	10
agile	221	Interior	8
agile	221	Porta-malas	7
agile	221	Desempenho	8
agile	221	Motor	10
agile	221	Câmbio	10
agile	221	Freios	10
agile	221	Suspensão	9
agile	221	Consumo	8
agile	221	Estabilidade	9
agile	221	Custo-Benefício 	10
agile	221	Recomendação	10
agile	222	Estilo	10
agile	222	Acabamento	9
agile	222	Posição de dirigir	10
agile	222	Instrumentos	10
agile	222	Interior	10
agile	222	Porta-malas	9
agile	222	Desempenho	9
agile	222	Motor	9
agile	222	Câmbio	9
agile	222	Freios	10
agile	222	Suspensão	10
agile	222	Consumo	9
agile	222	Estabilidade	9
agile	222	Custo-Benefício 	10
agile	222	Recomendação	10
agile	223	Estilo	8
agile	223	Acabamento	7
agile	223	Posição de dirigir	8
agile	223	Instrumentos	5
agile	223	Interior	7
agile	223	Porta-malas	8
agile	223	Desempenho	7
agile	223	Motor	7
agile	223	Câmbio	3
agile	223	Freios	7
agile	223	Suspensão	9
agile	223	Consumo	9
agile	223	Estabilidade	7
agile	223	Custo-Benefício 	6
agile	223	Recomendação	8
agile	224	Estilo	10
agile	224	Acabamento	7
agile	224	Posição de dirigir	10
agile	224	Instrumentos	9
agile	224	Interior	10
agile	224	Porta-malas	10
agile	224	Desempenho	10
agile	224	Motor	8
agile	224	Câmbio	9
agile	224	Freios	9
agile	224	Suspensão	10
agile	224	Consumo	8
agile	224	Estabilidade	10
agile	224	Custo-Benefício 	10
agile	224	Recomendação	10
agile	225	Estilo	10
agile	225	Acabamento	10
agile	225	Posição de dirigir	10
agile	225	Instrumentos	7
agile	225	Interior	9
agile	225	Porta-malas	8
agile	225	Desempenho	8
agile	225	Motor	4
agile	225	Câmbio	8
agile	225	Freios	0
agile	225	Suspensão	8
agile	225	Consumo	8
agile	225	Estabilidade	8
agile	225	Custo-Benefício 	7
agile	225	Recomendação	7
agile	226	Estilo	7
agile	226	Acabamento	5
agile	226	Posição de dirigir	7
agile	226	Instrumentos	6
agile	226	Interior	7
agile	226	Porta-malas	7
agile	226	Desempenho	4
agile	226	Motor	4
agile	226	Câmbio	6
agile	226	Freios	3
agile	226	Suspensão	4
agile	226	Consumo	6
agile	226	Estabilidade	6
agile	226	Custo-Benefício 	4
agile	226	Recomendação	1
agile	227	Estilo	9
agile	227	Acabamento	9
agile	227	Posição de dirigir	9
agile	227	Instrumentos	8
agile	227	Interior	9
agile	227	Porta-malas	8
agile	227	Desempenho	6
agile	227	Motor	6
agile	227	Câmbio	7
agile	227	Freios	7
agile	227	Suspensão	5
agile	227	Consumo	5
agile	227	Estabilidade	5
agile	227	Custo-Benefício 	6
agile	227	Recomendação	7
agile	228	Estilo	10
agile	228	Acabamento	9
agile	228	Posição de dirigir	10
agile	228	Instrumentos	9
agile	228	Interior	10
agile	228	Porta-malas	10
agile	228	Desempenho	8
agile	228	Motor	10
agile	228	Câmbio	9
agile	228	Freios	10
agile	228	Suspensão	10
agile	228	Consumo	5
agile	228	Estabilidade	7
agile	228	Custo-Benefício 	8
agile	228	Recomendação	8
agile	229	Estilo	9
agile	229	Acabamento	9
agile	229	Posição de dirigir	9
agile	229	Instrumentos	2
agile	229	Interior	9
agile	229	Porta-malas	5
agile	229	Desempenho	6
agile	229	Motor	8
agile	229	Câmbio	8
agile	229	Freios	8
agile	229	Suspensão	8
agile	229	Consumo	5
agile	229	Estabilidade	8
agile	229	Custo-Benefício 	7
agile	229	Recomendação	5
agile	230	Estilo	9
agile	230	Acabamento	8
agile	230	Posição de dirigir	8
agile	230	Instrumentos	10
agile	230	Interior	9
agile	230	Porta-malas	9
agile	230	Desempenho	0
agile	230	Motor	0
agile	230	Câmbio	4
agile	230	Freios	7
agile	230	Suspensão	9
agile	230	Consumo	9
agile	230	Estabilidade	10
agile	230	Custo-Benefício 	0
agile	230	Recomendação	0
agile	231	Estilo	9
agile	231	Acabamento	9
agile	231	Posição de dirigir	10
agile	231	Instrumentos	10
agile	231	Interior	9
agile	231	Porta-malas	10
agile	231	Desempenho	6
agile	231	Motor	6
agile	231	Câmbio	7
agile	231	Freios	7
agile	231	Suspensão	6
agile	231	Consumo	5
agile	231	Estabilidade	10
agile	231	Custo-Benefício 	5
agile	231	Recomendação	9
agile	232	Estilo	8
agile	232	Acabamento	9
agile	232	Posição de dirigir	9
agile	232	Instrumentos	9
agile	232	Interior	8
agile	232	Porta-malas	9
agile	232	Desempenho	0
agile	232	Motor	5
agile	232	Câmbio	5
agile	232	Freios	7
agile	232	Suspensão	8
agile	232	Consumo	0
agile	232	Estabilidade	7
agile	232	Custo-Benefício 	6
agile	232	Recomendação	5
agile	233	Estilo	10
agile	233	Acabamento	9
agile	233	Posição de dirigir	10
agile	233	Instrumentos	10
agile	233	Interior	9
agile	233	Porta-malas	9
agile	233	Desempenho	8
agile	233	Motor	8
agile	233	Câmbio	8
agile	233	Freios	8
agile	233	Suspensão	8
agile	233	Consumo	8
agile	233	Estabilidade	9
agile	233	Custo-Benefício 	10
agile	233	Recomendação	10
agile	234	Estilo	9
agile	234	Acabamento	7
agile	234	Posição de dirigir	10
agile	234	Instrumentos	8
agile	234	Interior	10
agile	234	Porta-malas	8
agile	234	Desempenho	8
agile	234	Motor	8
agile	234	Câmbio	5
agile	234	Freios	9
agile	234	Suspensão	8
agile	234	Consumo	7
agile	234	Estabilidade	7
agile	234	Custo-Benefício 	8
agile	234	Recomendação	9
agile	235	Estilo	9
agile	235	Acabamento	5
agile	235	Posição de dirigir	5
agile	235	Instrumentos	8
agile	235	Interior	8
agile	235	Porta-malas	7
agile	235	Desempenho	6
agile	235	Motor	5
agile	235	Câmbio	6
agile	235	Freios	2
agile	235	Suspensão	2
agile	235	Consumo	5
agile	235	Estabilidade	5
agile	235	Custo-Benefício 	4
agile	235	Recomendação	2
agile	236	Estilo	10
agile	236	Acabamento	8
agile	236	Posição de dirigir	10
agile	236	Instrumentos	10
agile	236	Interior	10
agile	236	Porta-malas	9
agile	236	Desempenho	7
agile	236	Motor	8
agile	236	Câmbio	9
agile	236	Freios	8
agile	236	Suspensão	6
agile	236	Consumo	9
agile	236	Estabilidade	9
agile	236	Custo-Benefício 	8
agile	236	Recomendação	9
agile	237	Estilo	9
agile	237	Acabamento	8
agile	237	Posição de dirigir	10
agile	237	Instrumentos	10
agile	237	Interior	10
agile	237	Porta-malas	10
agile	237	Desempenho	9
agile	237	Motor	10
agile	237	Câmbio	8
agile	237	Freios	9
agile	237	Suspensão	9
agile	237	Consumo	7
agile	237	Estabilidade	9
agile	237	Custo-Benefício 	9
agile	237	Recomendação	9
agile	238	Estilo	10
agile	238	Acabamento	10
agile	238	Posição de dirigir	10
agile	238	Instrumentos	9
agile	238	Interior	10
agile	238	Porta-malas	10
agile	238	Desempenho	5
agile	238	Motor	10
agile	238	Câmbio	10
agile	238	Freios	10
agile	238	Suspensão	8
agile	238	Consumo	8
agile	238	Estabilidade	9
agile	238	Custo-Benefício 	10
agile	238	Recomendação	10
agile	239	Estilo	9
agile	239	Acabamento	7
agile	239	Posição de dirigir	7
agile	239	Instrumentos	9
agile	239	Interior	8
agile	239	Porta-malas	8
agile	239	Desempenho	1
agile	239	Motor	1
agile	239	Câmbio	7
agile	239	Freios	0
agile	239	Suspensão	1
agile	239	Consumo	2
agile	239	Estabilidade	7
agile	239	Custo-Benefício 	3
agile	239	Recomendação	1
agile	240	Estilo	7
agile	240	Acabamento	7
agile	240	Posição de dirigir	7
agile	240	Instrumentos	7
agile	240	Interior	7
agile	240	Porta-malas	7
agile	240	Desempenho	7
agile	240	Motor	7
agile	240	Câmbio	7
agile	240	Freios	7
agile	240	Suspensão	7
agile	240	Consumo	7
agile	240	Estabilidade	7
agile	240	Custo-Benefício 	7
agile	240	Recomendação	7
agile	241	Estilo	8
agile	241	Acabamento	8
agile	241	Posição de dirigir	10
agile	241	Instrumentos	9
agile	241	Interior	10
agile	241	Porta-malas	9
agile	241	Desempenho	8
agile	241	Motor	7
agile	241	Câmbio	8
agile	241	Freios	7
agile	241	Suspensão	9
agile	241	Consumo	7
agile	241	Estabilidade	8
agile	241	Custo-Benefício 	10
agile	241	Recomendação	10
agile	242	Estilo	8
agile	242	Acabamento	8
agile	242	Posição de dirigir	7
agile	242	Instrumentos	8
agile	242	Interior	9
agile	242	Porta-malas	10
agile	242	Desempenho	8
agile	242	Motor	6
agile	242	Câmbio	6
agile	242	Freios	8
agile	242	Suspensão	8
agile	242	Consumo	7
agile	242	Estabilidade	8
agile	242	Custo-Benefício 	8
agile	242	Recomendação	8
agile	243	Estilo	10
agile	243	Acabamento	9
agile	243	Posição de dirigir	10
agile	243	Instrumentos	10
agile	243	Interior	9
agile	243	Porta-malas	10
agile	243	Desempenho	9
agile	243	Motor	9
agile	243	Câmbio	10
agile	243	Freios	10
agile	243	Suspensão	9
agile	243	Consumo	9
agile	243	Estabilidade	9
agile	243	Custo-Benefício 	10
agile	243	Recomendação	10
agile	244	Estilo	7
agile	244	Acabamento	2
agile	244	Posição de dirigir	6
agile	244	Instrumentos	6
agile	244	Interior	6
agile	244	Porta-malas	7
agile	244	Desempenho	2
agile	244	Motor	2
agile	244	Câmbio	1
agile	244	Freios	1
agile	244	Suspensão	2
agile	244	Consumo	1
agile	244	Estabilidade	1
agile	244	Custo-Benefício 	1
agile	244	Recomendação	0
agile	245	Estilo	10
agile	245	Acabamento	10
agile	245	Posição de dirigir	10
agile	245	Instrumentos	10
agile	245	Interior	10
agile	245	Porta-malas	10
agile	245	Desempenho	10
agile	245	Motor	10
agile	245	Câmbio	10
agile	245	Freios	10
agile	245	Suspensão	10
agile	245	Consumo	8
agile	245	Estabilidade	10
agile	245	Custo-Benefício 	9
agile	245	Recomendação	10
agile	246	Estilo	7
agile	246	Acabamento	5
agile	246	Posição de dirigir	8
agile	246	Instrumentos	9
agile	246	Interior	8
agile	246	Porta-malas	7
agile	246	Desempenho	8
agile	246	Motor	8
agile	246	Câmbio	6
agile	246	Freios	5
agile	246	Suspensão	7
agile	246	Consumo	9
agile	246	Estabilidade	8
agile	246	Custo-Benefício 	6
agile	246	Recomendação	7
agile	247	Estilo	6
agile	247	Acabamento	6
agile	247	Posição de dirigir	9
agile	247	Instrumentos	10
agile	247	Interior	10
agile	247	Porta-malas	10
agile	247	Desempenho	8
agile	247	Motor	10
agile	247	Câmbio	9
agile	247	Freios	5
agile	247	Suspensão	9
agile	247	Consumo	10
agile	247	Estabilidade	6
agile	247	Custo-Benefício 	8
agile	247	Recomendação	10
agile	248	Estilo	10
agile	248	Acabamento	3
agile	248	Posição de dirigir	8
agile	248	Instrumentos	8
agile	248	Interior	5
agile	248	Porta-malas	5
agile	248	Desempenho	3
agile	248	Motor	3
agile	248	Câmbio	3
agile	248	Freios	0
agile	248	Suspensão	3
agile	248	Consumo	3
agile	248	Estabilidade	5
agile	248	Custo-Benefício 	1
agile	248	Recomendação	0
agile	249	Estilo	10
agile	249	Acabamento	9
agile	249	Posição de dirigir	10
agile	249	Instrumentos	10
agile	249	Interior	8
agile	249	Porta-malas	10
agile	249	Desempenho	8
agile	249	Motor	8
agile	249	Câmbio	8
agile	249	Freios	8
agile	249	Suspensão	8
agile	249	Consumo	8
agile	249	Estabilidade	9
agile	249	Custo-Benefício 	10
agile	249	Recomendação	10
agile	250	Estilo	6
agile	250	Acabamento	7
agile	250	Posição de dirigir	8
agile	250	Instrumentos	8
agile	250	Interior	8
agile	250	Porta-malas	6
agile	250	Desempenho	7
agile	250	Motor	7
agile	250	Câmbio	5
agile	250	Freios	2
agile	250	Suspensão	7
agile	250	Consumo	2
agile	250	Estabilidade	6
agile	250	Custo-Benefício 	4
agile	250	Recomendação	1
agile	251	Estilo	10
agile	251	Acabamento	0
agile	251	Posição de dirigir	8
agile	251	Instrumentos	10
agile	251	Interior	10
agile	251	Porta-malas	8
agile	251	Desempenho	8
agile	251	Motor	5
agile	251	Câmbio	0
agile	251	Freios	0
agile	251	Suspensão	8
agile	251	Consumo	8
agile	251	Estabilidade	8
agile	251	Custo-Benefício 	3
agile	251	Recomendação	0
agile	252	Estilo	10
agile	252	Acabamento	10
agile	252	Posição de dirigir	9
agile	252	Instrumentos	9
agile	252	Interior	9
agile	252	Porta-malas	7
agile	252	Desempenho	8
agile	252	Motor	8
agile	252	Câmbio	9
agile	252	Freios	8
agile	252	Suspensão	9
agile	252	Consumo	8
agile	252	Estabilidade	8
agile	252	Custo-Benefício 	8
agile	252	Recomendação	9
agile	253	Estilo	10
agile	253	Acabamento	8
agile	253	Posição de dirigir	10
agile	253	Instrumentos	10
agile	253	Interior	10
agile	253	Porta-malas	10
agile	253	Desempenho	10
agile	253	Motor	10
agile	253	Câmbio	7
agile	253	Freios	7
agile	253	Suspensão	7
agile	253	Consumo	7
agile	253	Estabilidade	10
agile	253	Custo-Benefício 	10
agile	253	Recomendação	10
agile	254	Estilo	10
agile	254	Acabamento	8
agile	254	Posição de dirigir	8
agile	254	Instrumentos	9
agile	254	Interior	10
agile	254	Porta-malas	9
agile	254	Desempenho	9
agile	254	Motor	8
agile	254	Câmbio	8
agile	254	Freios	6
agile	254	Suspensão	7
agile	254	Consumo	8
agile	254	Estabilidade	8
agile	254	Custo-Benefício 	8
agile	254	Recomendação	8
agile	255	Estilo	8
agile	255	Acabamento	8
agile	255	Posição de dirigir	10
agile	255	Instrumentos	10
agile	255	Interior	10
agile	255	Porta-malas	9
agile	255	Desempenho	9
agile	255	Motor	9
agile	255	Câmbio	8
agile	255	Freios	8
agile	255	Suspensão	10
agile	255	Consumo	9
agile	255	Estabilidade	7
agile	255	Custo-Benefício 	8
agile	255	Recomendação	9
agile	256	Estilo	8
agile	256	Acabamento	8
agile	256	Posição de dirigir	8
agile	256	Instrumentos	9
agile	256	Interior	9
agile	256	Porta-malas	3
agile	256	Desempenho	5
agile	256	Motor	6
agile	256	Câmbio	7
agile	256	Freios	8
agile	256	Suspensão	8
agile	256	Consumo	1
agile	256	Estabilidade	8
agile	256	Custo-Benefício 	5
agile	256	Recomendação	0
agile	257	Estilo	9
agile	257	Acabamento	5
agile	257	Posição de dirigir	5
agile	257	Instrumentos	10
agile	257	Interior	8
agile	257	Porta-malas	9
agile	257	Desempenho	8
agile	257	Motor	2
agile	257	Câmbio	2
agile	257	Freios	0
agile	257	Suspensão	0
agile	257	Consumo	8
agile	257	Estabilidade	0
agile	257	Custo-Benefício 	3
agile	257	Recomendação	0
agile	258	Estilo	10
agile	258	Acabamento	7
agile	258	Posição de dirigir	7
agile	258	Instrumentos	8
agile	258	Interior	10
agile	258	Porta-malas	10
agile	258	Desempenho	5
agile	258	Motor	7
agile	258	Câmbio	10
agile	258	Freios	5
agile	258	Suspensão	10
agile	258	Consumo	10
agile	258	Estabilidade	7
agile	258	Custo-Benefício 	7
agile	258	Recomendação	9
agile	259	Estilo	9
agile	259	Acabamento	4
agile	259	Posição de dirigir	8
agile	259	Instrumentos	4
agile	259	Interior	8
agile	259	Porta-malas	7
agile	259	Desempenho	8
agile	259	Motor	8
agile	259	Câmbio	6
agile	259	Freios	5
agile	259	Suspensão	6
agile	259	Consumo	7
agile	259	Estabilidade	8
agile	259	Custo-Benefício 	4
agile	259	Recomendação	0
agile	260	Estilo	10
agile	260	Acabamento	8
agile	260	Posição de dirigir	8
agile	260	Instrumentos	10
agile	260	Interior	10
agile	260	Porta-malas	10
agile	260	Desempenho	10
agile	260	Motor	10
agile	260	Câmbio	10
agile	260	Freios	10
agile	260	Suspensão	10
agile	260	Consumo	7
agile	260	Estabilidade	10
agile	260	Custo-Benefício 	8
agile	260	Recomendação	10
agile	261	Estilo	1
agile	261	Acabamento	0
agile	261	Posição de dirigir	1
agile	261	Instrumentos	0
agile	261	Interior	1
agile	261	Porta-malas	4
agile	261	Desempenho	1
agile	261	Motor	2
agile	261	Câmbio	2
agile	261	Freios	2
agile	261	Suspensão	4
agile	261	Consumo	1
agile	261	Estabilidade	0
agile	261	Custo-Benefício 	0
agile	261	Recomendação	0
agile	262	Estilo	10
agile	262	Acabamento	8
agile	262	Posição de dirigir	9
agile	262	Instrumentos	8
agile	262	Interior	8
agile	262	Porta-malas	8
agile	262	Desempenho	8
agile	262	Motor	8
agile	262	Câmbio	9
agile	262	Freios	8
agile	262	Suspensão	8
agile	262	Consumo	7
agile	262	Estabilidade	8
agile	262	Custo-Benefício 	8
agile	262	Recomendação	8
agile	263	Estilo	9
agile	263	Acabamento	5
agile	263	Posição de dirigir	5
agile	263	Instrumentos	5
agile	263	Interior	9
agile	263	Porta-malas	7
agile	263	Desempenho	6
agile	263	Motor	4
agile	263	Câmbio	6
agile	263	Freios	4
agile	263	Suspensão	2
agile	263	Consumo	3
agile	263	Estabilidade	5
agile	263	Custo-Benefício 	5
agile	263	Recomendação	3
agile	264	Estilo	7
agile	264	Acabamento	7
agile	264	Posição de dirigir	7
agile	264	Instrumentos	7
agile	264	Interior	8
agile	264	Porta-malas	6
agile	264	Desempenho	6
agile	264	Motor	7
agile	264	Câmbio	7
agile	264	Freios	5
agile	264	Suspensão	6
agile	264	Consumo	6
agile	264	Estabilidade	6
agile	264	Custo-Benefício 	6
agile	264	Recomendação	0
agile	265	Estilo	10
agile	265	Acabamento	9
agile	265	Posição de dirigir	10
agile	265	Instrumentos	10
agile	265	Interior	10
agile	265	Porta-malas	9
agile	265	Desempenho	9
agile	265	Motor	9
agile	265	Câmbio	10
agile	265	Freios	10
agile	265	Suspensão	9
agile	265	Consumo	10
agile	265	Estabilidade	10
agile	265	Custo-Benefício 	9
agile	265	Recomendação	10
agile	266	Estilo	6
agile	266	Acabamento	3
agile	266	Posição de dirigir	4
agile	266	Instrumentos	4
agile	266	Interior	6
agile	266	Porta-malas	4
agile	266	Desempenho	4
agile	266	Motor	1
agile	266	Câmbio	7
agile	266	Freios	1
agile	266	Suspensão	7
agile	266	Consumo	3
agile	266	Estabilidade	4
agile	266	Custo-Benefício 	2
agile	266	Recomendação	0
agile	267	Estilo	10
agile	267	Acabamento	6
agile	267	Posição de dirigir	8
agile	267	Instrumentos	10
agile	267	Interior	8
agile	267	Porta-malas	7
agile	267	Desempenho	8
agile	267	Motor	8
agile	267	Câmbio	8
agile	267	Freios	8
agile	267	Suspensão	8
agile	267	Consumo	8
agile	267	Estabilidade	6
agile	267	Custo-Benefício 	9
agile	267	Recomendação	9
agile	268	Estilo	10
agile	268	Acabamento	10
agile	268	Posição de dirigir	10
agile	268	Instrumentos	10
agile	268	Interior	10
agile	268	Porta-malas	9
agile	268	Desempenho	10
agile	268	Motor	9
agile	268	Câmbio	10
agile	268	Freios	10
agile	268	Suspensão	9
agile	268	Consumo	9
agile	268	Estabilidade	10
agile	268	Custo-Benefício 	9
agile	268	Recomendação	10
agile	269	Estilo	10
agile	269	Acabamento	8
agile	269	Posição de dirigir	10
agile	269	Instrumentos	10
agile	269	Interior	10
agile	269	Porta-malas	10
agile	269	Desempenho	8
agile	269	Motor	8
agile	269	Câmbio	8
agile	269	Freios	8
agile	269	Suspensão	9
agile	269	Consumo	7
agile	269	Estabilidade	9
agile	269	Custo-Benefício 	10
agile	269	Recomendação	10
agile	270	Estilo	10
agile	270	Acabamento	6
agile	270	Posição de dirigir	7
agile	270	Instrumentos	0
agile	270	Interior	7
agile	270	Porta-malas	4
agile	270	Desempenho	3
agile	270	Motor	4
agile	270	Câmbio	4
agile	270	Freios	3
agile	270	Suspensão	3
agile	270	Consumo	0
agile	270	Estabilidade	3
agile	270	Custo-Benefício 	2
agile	270	Recomendação	0
agile	271	Estilo	9
agile	271	Acabamento	0
agile	271	Posição de dirigir	7
agile	271	Instrumentos	9
agile	271	Interior	10
agile	271	Porta-malas	8
agile	271	Desempenho	0
agile	271	Motor	0
agile	271	Câmbio	0
agile	271	Freios	0
agile	271	Suspensão	0
agile	271	Consumo	0
agile	271	Estabilidade	0
agile	271	Custo-Benefício 	0
agile	271	Recomendação	0
agile	272	Estilo	10
agile	272	Acabamento	10
agile	272	Posição de dirigir	10
agile	272	Instrumentos	10
agile	272	Interior	10
agile	272	Porta-malas	10
agile	272	Desempenho	10
agile	272	Motor	10
agile	272	Câmbio	10
agile	272	Freios	10
agile	272	Suspensão	10
agile	272	Consumo	10
agile	272	Estabilidade	10
agile	272	Custo-Benefício 	9
agile	272	Recomendação	10
agile	273	Estilo	10
agile	273	Acabamento	8
agile	273	Posição de dirigir	10
agile	273	Instrumentos	10
agile	273	Interior	10
agile	273	Porta-malas	9
agile	273	Desempenho	9
agile	273	Motor	10
agile	273	Câmbio	9
agile	273	Freios	8
agile	273	Suspensão	9
agile	273	Consumo	9
agile	273	Estabilidade	9
agile	273	Custo-Benefício 	8
agile	273	Recomendação	10
agile	274	Estilo	9
agile	274	Acabamento	6
agile	274	Posição de dirigir	9
agile	274	Instrumentos	8
agile	274	Interior	9
agile	274	Porta-malas	10
agile	274	Desempenho	8
agile	274	Motor	6
agile	274	Câmbio	7
agile	274	Freios	3
agile	274	Suspensão	7
agile	274	Consumo	9
agile	274	Estabilidade	9
agile	274	Custo-Benefício 	5
agile	274	Recomendação	5
agile	275	Estilo	10
agile	275	Acabamento	0
agile	275	Posição de dirigir	8
agile	275	Instrumentos	8
agile	275	Interior	8
agile	275	Porta-malas	8
agile	275	Desempenho	5
agile	275	Motor	8
agile	275	Câmbio	8
agile	275	Freios	5
agile	275	Suspensão	0
agile	275	Consumo	0
agile	275	Estabilidade	5
agile	275	Custo-Benefício 	5
agile	275	Recomendação	0
agile	276	Estilo	9
agile	276	Acabamento	9
agile	276	Posição de dirigir	9
agile	276	Instrumentos	9
agile	276	Interior	10
agile	276	Porta-malas	9
agile	276	Desempenho	8
agile	276	Motor	8
agile	276	Câmbio	8
agile	276	Freios	8
agile	276	Suspensão	8
agile	276	Consumo	6
agile	276	Estabilidade	9
agile	276	Custo-Benefício 	9
agile	276	Recomendação	9
agile	277	Estilo	4
agile	277	Acabamento	2
agile	277	Posição de dirigir	9
agile	277	Instrumentos	3
agile	277	Interior	4
agile	277	Porta-malas	4
agile	277	Desempenho	4
agile	277	Motor	2
agile	277	Câmbio	3
agile	277	Freios	3
agile	277	Suspensão	3
agile	277	Consumo	6
agile	277	Estabilidade	4
agile	277	Custo-Benefício 	2
agile	277	Recomendação	1
agile	278	Estilo	7
agile	278	Acabamento	4
agile	278	Posição de dirigir	8
agile	278	Instrumentos	9
agile	278	Interior	8
agile	278	Porta-malas	3
agile	278	Desempenho	9
agile	278	Motor	7
agile	278	Câmbio	7
agile	278	Freios	3
agile	278	Suspensão	6
agile	278	Consumo	4
agile	278	Estabilidade	9
agile	278	Custo-Benefício 	5
agile	278	Recomendação	4
agile	279	Estilo	9
agile	279	Acabamento	9
agile	279	Posição de dirigir	10
agile	279	Instrumentos	10
agile	279	Interior	10
agile	279	Porta-malas	9
agile	279	Desempenho	8
agile	279	Motor	10
agile	279	Câmbio	8
agile	279	Freios	6
agile	279	Suspensão	8
agile	279	Consumo	8
agile	279	Estabilidade	9
agile	279	Custo-Benefício 	6
agile	279	Recomendação	9
agile	280	Estilo	8
agile	280	Acabamento	7
agile	280	Posição de dirigir	7
agile	280	Instrumentos	9
agile	280	Interior	7
agile	280	Porta-malas	8
agile	280	Desempenho	7
agile	280	Motor	4
agile	280	Câmbio	6
agile	280	Freios	7
agile	280	Suspensão	7
agile	280	Consumo	5
agile	280	Estabilidade	6
agile	280	Custo-Benefício 	5
agile	280	Recomendação	5
agile	281	Estilo	7
agile	281	Acabamento	2
